species_label,organism_name,ncbi_accession,genomic_accession,ncbi_seq_id,assembly_accession,gene_symbol,locus_tag,source_type,length_nt,terminal_stop_removed,stratum,used_in_main_benchmark
ecoli,Escherichia coli,AAC74329.1,U00096.3,lcl|U00096.3_cds_AAC74329.1_1225,GCA_000005845.2,oppF,b1247,CDS_FASTA,1005,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74350.1,U00096.3,lcl|U00096.3_cds_AAC74350.1_1247,GCA_000005845.2,yciQ,b1268,CDS_FASTA,1896,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74384.1,U00096.3,lcl|U00096.3_cds_AAC74384.1_1288,GCA_000005845.2,puuE,b1302,CDS_FASTA,1266,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74420.2,U00096.3,lcl|U00096.3_cds_AAC74420.2_1325,GCA_000005845.2,abgA,b1338,CDS_FASTA,1311,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74423.2,U00096.3,lcl|U00096.3_cds_AAC74423.2_1328,GCA_000005845.2,dgcM,b1341,CDS_FASTA,1233,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74486.1,U00096.3,lcl|U00096.3_cds_AAC74486.1_1394,GCA_000005845.2,insI2,b1404,CDS_FASTA,1152,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74522.1,U00096.3,lcl|U00096.3_cds_AAC74522.1_1428,GCA_000005845.2,ydcS,b1440,CDS_FASTA,1146,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74549.1,U00096.3,lcl|U00096.3_cds_AAC74549.1_1454,GCA_000005845.2,narY,b1467,CDS_FASTA,1545,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74600.1,U00096.3,lcl|U00096.3_cds_AAC74600.1_1512,GCA_000005845.2,yneK,b1527,CDS_FASTA,1116,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74601.1,U00096.3,lcl|U00096.3_cds_AAC74601.1_1513,GCA_000005845.2,ydeA,b1528,CDS_FASTA,1191,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74674.1,U00096.3,lcl|U00096.3_cds_AAC74674.1_1595,GCA_000005845.2,pntB,b1602,CDS_FASTA,1389,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74683.1,U00096.3,lcl|U00096.3_cds_AAC74683.1_1604,GCA_000005845.2,fumC,b1611,CDS_FASTA,1404,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74725.1,U00096.3,lcl|U00096.3_cds_AAC74725.1_1647,GCA_000005845.2,lhr,b1653,CDS_FASTA,4617,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74750.1,U00096.3,lcl|U00096.3_cds_AAC74750.1_1674,GCA_000005845.2,sufS,b1680,CDS_FASTA,1221,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74751.1,U00096.3,lcl|U00096.3_cds_AAC74751.1_1675,GCA_000005845.2,sufD,b1681,CDS_FASTA,1272,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74764.1,U00096.3,lcl|U00096.3_cds_AAC74764.1_1688,GCA_000005845.2,ydiF,b1694,CDS_FASTA,1596,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74768.1,U00096.3,lcl|U00096.3_cds_AAC74768.1_1692,GCA_000005845.2,ydiR,b1698,CDS_FASTA,939,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74784.1,U00096.3,lcl|U00096.3_cds_AAC74784.1_1708,GCA_000005845.2,pheS,b1714,CDS_FASTA,984,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74793.1,U00096.3,lcl|U00096.3_cds_AAC74793.1_1716,GCA_000005845.2,pfkB,b1723,CDS_FASTA,930,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74817.1,U00096.3,lcl|U00096.3_cds_AAC74817.1_1740,GCA_000005845.2,astA,b1747,CDS_FASTA,1035,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74849.1,U00096.3,lcl|U00096.3_cds_AAC74849.1_1772,GCA_000005845.2,gapA,b1779,CDS_FASTA,996,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74873.1,U00096.3,lcl|U00096.3_cds_AAC74873.1_1798,GCA_000005845.2,yeaX,b1803,CDS_FASTA,966,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74898.2,U00096.3,lcl|U00096.3_cds_AAC74898.2_1825,GCA_000005845.2,yebQ,b1828,CDS_FASTA,1374,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74915.1,U00096.3,lcl|U00096.3_cds_AAC74915.1_1842,GCA_000005845.2,ptrB,b1845,CDS_FASTA,2061,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74921.1,U00096.3,lcl|U00096.3_cds_AAC74921.1_1848,GCA_000005845.2,edd,b1851,CDS_FASTA,1812,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC74942.2,U00096.3,lcl|U00096.3_cds_AAC74942.2_1870,GCA_000005845.2,torZ,b1872,CDS_FASTA,2430,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75024.1,U00096.3,lcl|U00096.3_cds_AAC75024.1_1951,GCA_000005845.2,yedI,b1958,CDS_FASTA,918,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75051.1,U00096.3,lcl|U00096.3_cds_AAC75051.1_1973,GCA_000005845.2,ldtA,b1990,CDS_FASTA,933,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75062.2,U00096.3,lcl|U00096.3_cds_AAC75062.2_1982,GCA_000005845.2,yeeR,b2001,CDS_FASTA,1533,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75117.1,U00096.3,lcl|U00096.3_cds_AAC75117.1_2041,GCA_000005845.2,wcaD,b2056,CDS_FASTA,1218,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75194.1,U00096.3,lcl|U00096.3_cds_AAC75194.1_2116,GCA_000005845.2,dld,b2133,CDS_FASTA,1716,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75216.1,U00096.3,lcl|U00096.3_cds_AAC75216.1_2137,GCA_000005845.2,cirA,b2155,CDS_FASTA,1992,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75219.1,U00096.3,lcl|U00096.3_cds_AAC75219.1_2140,GCA_000005845.2,yeiH,b2158,CDS_FASTA,1050,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75276.1,U00096.3,lcl|U00096.3_cds_AAC75276.1_2198,GCA_000005845.2,rcsD,b2216,CDS_FASTA,2673,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75280.1,U00096.3,lcl|U00096.3_cds_AAC75280.1_2202,GCA_000005845.2,atoC,b2220,CDS_FASTA,1386,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75294.1,U00096.3,lcl|U00096.3_cds_AAC75294.1_2215,GCA_000005845.2,nrdA,b2234,CDS_FASTA,2286,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75306.2,U00096.3,lcl|U00096.3_cds_AAC75306.2_2227,GCA_000005845.2,yfaV,b2246,CDS_FASTA,1290,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75315.1,U00096.3,lcl|U00096.3_cds_AAC75315.1_2236,GCA_000005845.2,arnA,b2255,CDS_FASTA,1983,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75342.1,U00096.3,lcl|U00096.3_cds_AAC75342.1_2264,GCA_000005845.2,nuoH,b2282,CDS_FASTA,978,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75382.1,U00096.3,lcl|U00096.3_cds_AAC75382.1_2304,GCA_000005845.2,yfcJ,b2322,CDS_FASTA,1179,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75433.1,U00096.3,lcl|U00096.3_cds_AAC75433.1_2355,GCA_000005845.2,frc,b2374,CDS_FASTA,1251,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75442.1,U00096.3,lcl|U00096.3_cds_AAC75442.1_2365,GCA_000005845.2,fryA,b2383,CDS_FASTA,2496,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75451.1,U00096.3,lcl|U00096.3_cds_AAC75451.1_2373,GCA_000005845.2,mntH,b2392,CDS_FASTA,1239,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75459.1,U00096.3,lcl|U00096.3_cds_AAC75459.1_2382,GCA_000005845.2,xapB,b2406,CDS_FASTA,1257,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75490.1,U00096.3,lcl|U00096.3_cds_AAC75490.1_2414,GCA_000005845.2,eutR,b2437,CDS_FASTA,1053,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75494.2,U00096.3,lcl|U00096.3_cds_AAC75494.2_2418,GCA_000005845.2,eutB,b2441,CDS_FASTA,1362,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75562.1,U00096.3,lcl|U00096.3_cds_AAC75562.1_2488,GCA_000005845.2,xseA,b2509,CDS_FASTA,1371,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75588.2,U00096.3,lcl|U00096.3_cds_AAC75588.2_2515,GCA_000005845.2,csiE,b2535,CDS_FASTA,1281,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75604.1,U00096.3,lcl|U00096.3_cds_AAC75604.1_2532,GCA_000005845.2,glyA,b2551,CDS_FASTA,1254,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75650.1,U00096.3,lcl|U00096.3_cds_AAC75650.1_2582,GCA_000005845.2,aroF,b2601,CDS_FASTA,1071,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75671.1,U00096.3,lcl|U00096.3_cds_AAC75671.1_2602,GCA_000005845.2,yfjH,b2623,CDS_FASTA,957,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75787.1,U00096.3,lcl|U00096.3_cds_AAC75787.1_2706,GCA_000005845.2,truD,b2745,CDS_FASTA,1050,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75844.1,U00096.3,lcl|U00096.3_cds_AAC75844.1_2763,GCA_000005845.2,fucI,b2802,CDS_FASTA,1776,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75855.1,U00096.3,lcl|U00096.3_cds_AAC75855.1_2774,GCA_000005845.2,mltA,b2813,CDS_FASTA,1098,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75859.1,U00096.3,lcl|U00096.3_cds_AAC75859.1_2778,GCA_000005845.2,recB,b2820,CDS_FASTA,3543,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75860.1,U00096.3,lcl|U00096.3_cds_AAC75860.1_2779,GCA_000005845.2,ptrA,b2821,CDS_FASTA,2889,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75878.1,U00096.3,lcl|U00096.3_cds_AAC75878.1_2798,GCA_000005845.2,lysR,b2839,CDS_FASTA,936,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75911.2,U00096.3,lcl|U00096.3_cds_AAC75911.2_2824,GCA_000005845.2,hyuA,b2873,CDS_FASTA,1386,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC75992.1,U00096.3,lcl|U00096.3_cds_AAC75992.1_2907,GCA_000005845.2,hemW,b2955,CDS_FASTA,1137,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76001.2,U00096.3,lcl|U00096.3_cds_AAC76001.2_2916,GCA_000005845.2,nupG,b2964,CDS_FASTA,1257,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76074.1,U00096.3,lcl|U00096.3_cds_AAC76074.1_2986,GCA_000005845.2,ygiC,b3038,CDS_FASTA,1161,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76110.1,U00096.3,lcl|U00096.3_cds_AAC76110.1_3025,GCA_000005845.2,ebgR,b3075,CDS_FASTA,984,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76203.1,U00096.3,lcl|U00096.3_cds_AAC76203.1_3117,GCA_000005845.2,nusA,b3169,CDS_FASTA,1488,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76243.1,U00096.3,lcl|U00096.3_cds_AAC76243.1_3157,GCA_000005845.2,yhcC,b3211,CDS_FASTA,930,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76245.1,U00096.3,lcl|U00096.3_cds_AAC76245.1_3159,GCA_000005845.2,gltD,b3213,CDS_FASTA,1419,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76267.1,U00096.3,lcl|U00096.3_cds_AAC76267.1_3181,GCA_000005845.2,degS,b3235,CDS_FASTA,1068,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76272.1,U00096.3,lcl|U00096.3_cds_AAC76272.1_3186,GCA_000005845.2,aaeB,b3240,CDS_FASTA,1968,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76395.2,U00096.3,lcl|U00096.3_cds_AAC76395.2_3308,GCA_000005845.2,frlA,b3370,CDS_FASTA,1338,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76451.1,U00096.3,lcl|U00096.3_cds_AAC76451.1_3361,GCA_000005845.2,glpD,b3426,CDS_FASTA,1506,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76453.1,U00096.3,lcl|U00096.3_cds_AAC76453.1_3363,GCA_000005845.2,glgP,b3428,CDS_FASTA,2448,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76475.2,U00096.3,lcl|U00096.3_cds_AAC76475.2_3387,GCA_000005845.2,ugpC,b3450,CDS_FASTA,1071,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76499.2,U00096.3,lcl|U00096.3_cds_AAC76499.2_3411,GCA_000005845.2,yhhT,b3474,CDS_FASTA,1050,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76521.1,U00096.3,lcl|U00096.3_cds_AAC76521.1_3434,GCA_000005845.2,dtpB,b3496,CDS_FASTA,1470,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76544.1,U00096.3,lcl|U00096.3_cds_AAC76544.1_3458,GCA_000005845.2,treF,b3519,CDS_FASTA,1650,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76565.1,U00096.3,lcl|U00096.3_cds_AAC76565.1_3479,GCA_000005845.2,dppF,b3540,CDS_FASTA,1005,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76577.2,U00096.3,lcl|U00096.3_cds_AAC76577.2_3491,GCA_000005845.2,ghrB,b3553,CDS_FASTA,975,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76614.1,U00096.3,lcl|U00096.3_cds_AAC76614.1_3532,GCA_000005845.2,selB,b3590,CDS_FASTA,1845,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76676.1,U00096.3,lcl|U00096.3_cds_AAC76676.1_3598,GCA_000005845.2,recG,b3652,CDS_FASTA,2082,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76679.1,U00096.3,lcl|U00096.3_cds_AAC76679.1_3601,GCA_000005845.2,yicH,b3655,CDS_FASTA,1710,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76687.2,U00096.3,lcl|U00096.3_cds_AAC76687.2_3611,GCA_000005845.2,adeQ,b3664,CDS_FASTA,1335,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76689.1,U00096.3,lcl|U00096.3_cds_AAC76689.1_3613,GCA_000005845.2,uhpT,b3666,CDS_FASTA,1392,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76708.2,U00096.3,lcl|U00096.3_cds_AAC76708.2_3633,GCA_000005845.2,yidE,b3685,CDS_FASTA,1662,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76712.3,U00096.3,lcl|U00096.3_cds_AAC76712.3_3637,GCA_000005845.2,yidR,b3689,CDS_FASTA,1248,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76713.2,U00096.3,lcl|U00096.3_cds_AAC76713.2_3638,GCA_000005845.2,cbrA,b3690,CDS_FASTA,1065,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76714.2,U00096.3,lcl|U00096.3_cds_AAC76714.2_3639,GCA_000005845.2,dgoT,b3691,CDS_FASTA,1293,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76729.1,U00096.3,lcl|U00096.3_cds_AAC76729.1_3656,GCA_000005845.2,mnmE,b3706,CDS_FASTA,1365,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76744.1,U00096.3,lcl|U00096.3_cds_AAC76744.1_3671,GCA_000005845.2,bglB,b3721,CDS_FASTA,1413,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76752.1,U00096.3,lcl|U00096.3_cds_AAC76752.1_3679,GCA_000005845.2,glmS,b3729,CDS_FASTA,1830,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76769.2,U00096.3,lcl|U00096.3_cds_AAC76769.2_3696,GCA_000005845.2,ravA,b3746,CDS_FASTA,1497,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76777.1,U00096.3,lcl|U00096.3_cds_AAC76777.1_3704,GCA_000005845.2,hsrA,b3754,CDS_FASTA,1428,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76790.2,U00096.3,lcl|U00096.3_cds_AAC76790.2_3725,GCA_000005845.2,wzzE,b3785,CDS_FASTA,1047,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76857.1,U00096.3,lcl|U00096.3_cds_AAC76857.1_3790,GCA_000005845.2,srkA,b3859,CDS_FASTA,987,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76860.1,U00096.3,lcl|U00096.3_cds_AAC76860.1_3793,GCA_000005845.2,yihG,b3862,CDS_FASTA,933,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76893.1,U00096.3,lcl|U00096.3_cds_AAC76893.1_3843,GCA_000005845.2,cpxA,b3911,CDS_FASTA,1374,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76897.1,U00096.3,lcl|U00096.3_cds_AAC76897.1_3846,GCA_000005845.2,fieF,b3915,CDS_FASTA,903,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC76950.1,U00096.3,lcl|U00096.3_cds_AAC76950.1_3898,GCA_000005845.2,murB,b3972,CDS_FASTA,1029,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC77001.1,U00096.3,lcl|U00096.3_cds_AAC77001.1_3950,GCA_000005845.2,xylE,b4031,CDS_FASTA,1476,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC77004.1,U00096.3,lcl|U00096.3_cds_AAC77004.1_3953,GCA_000005845.2,malE,b4034,CDS_FASTA,1191,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC77005.1,U00096.3,lcl|U00096.3_cds_AAC77005.1_3954,GCA_000005845.2,malK,b4035,CDS_FASTA,1116,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC77044.2,U00096.3,lcl|U00096.3_cds_AAC77044.2_4004,GCA_000005845.2,yjcS,b4083,CDS_FASTA,1986,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC77080.1,U00096.3,lcl|U00096.3_cds_AAC77080.1_4040,GCA_000005845.2,melA,b4119,CDS_FASTA,1356,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC77083.1,U00096.3,lcl|U00096.3_cds_AAC77083.1_4043,GCA_000005845.2,fumB,b4122,CDS_FASTA,1647,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC77099.2,U00096.3,lcl|U00096.3_cds_AAC77099.2_4060,GCA_000005845.2,aspA,b4139,CDS_FASTA,1437,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC77132.1,U00096.3,lcl|U00096.3_cds_AAC77132.1_4096,GCA_000005845.2,hflC,b4175,CDS_FASTA,1005,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC77165.1,U00096.3,lcl|U00096.3_cds_AAC77165.1_4128,GCA_000005845.2,cycA,b4208,CDS_FASTA,1413,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC77254.2,U00096.3,lcl|U00096.3_cds_AAC77254.2_4209,GCA_000005845.2,yjhH,b4298,CDS_FASTA,906,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC77283.1,U00096.3,lcl|U00096.3_cds_AAC77283.1_4243,GCA_000005845.2,hypT,b4327,CDS_FASTA,912,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC77486.2,U00096.3,lcl|U00096.3_cds_AAC77486.2_3708,GCA_000005845.2,yifB,b3765,CDS_FASTA,1521,yes,L4_very_long,yes
ecoli,Escherichia coli,AAC77492.1,U00096.3,lcl|U00096.3_cds_AAC77492.1_3714,GCA_000005845.2,ilvA,b3772,CDS_FASTA,1545,yes,L4_very_long,yes
ecoli,Escherichia coli,AAT48141.1,U00096.3,lcl|U00096.3_cds_AAT48141.1_1981,GCA_000005845.2,flu,b2000,CDS_FASTA,3120,yes,L4_very_long,yes
ecoli,Escherichia coli,AAT48145.1,U00096.3,lcl|U00096.3_cds_AAT48145.1_2596,GCA_000005845.2,recN,b2616,CDS_FASTA,1662,yes,L4_very_long,yes
ecoli,Escherichia coli,AAT48150.1,U00096.3,lcl|U00096.3_cds_AAT48150.1_2676,GCA_000005845.2,ascF,b2715,CDS_FASTA,1458,yes,L4_very_long,yes
ecoli,Escherichia coli,AAT48178.1,U00096.3,lcl|U00096.3_cds_AAT48178.1_3320,GCA_000005845.2,yhfZ,b3383,CDS_FASTA,906,yes,L4_very_long,yes
ecoli,Escherichia coli,AAT48213.1,U00096.3,lcl|U00096.3_cds_AAT48213.1_3728,GCA_000005845.2,rffG,b3788,CDS_FASTA,1068,yes,L4_very_long,yes
ecoli,Escherichia coli,AAT48218.1,U00096.3,lcl|U00096.3_cds_AAT48218.1_3742,GCA_000005845.2,hemC,b3805,CDS_FASTA,942,yes,L4_very_long,yes
ecoli,Escherichia coli,AAT48233.1,U00096.3,lcl|U00096.3_cds_AAT48233.1_3808,GCA_000005845.2,yihO,b3876,CDS_FASTA,1404,yes,L4_very_long,yes
human,Homo sapiens,NP_001136198.1,NC_000001.11,lcl|NC_000001.11_cds_NP_001136198.1_3303,GCF_000001405.40,C1orf122,,CDS_FASTA,144,yes,L1_short,yes
human,Homo sapiens,NP_001284496.1,NC_000001.11,lcl|NC_000001.11_cds_NP_001284496.1_12728,GCF_000001405.40,ZNF124,,CDS_FASTA,234,yes,L1_short,yes
human,Homo sapiens,NP_001288662.1,NC_000001.11,lcl|NC_000001.11_cds_NP_001288662.1_12304,GCF_000001405.40,COA6,,CDS_FASTA,240,yes,L1_short,yes
human,Homo sapiens,NP_001336876.1,NC_000001.11,lcl|NC_000001.11_cds_NP_001336876.1_8090,GCF_000001405.40,RPS27,,CDS_FASTA,159,yes,L1_short,yes
human,Homo sapiens,NP_001353336.1,NC_000001.11,lcl|NC_000001.11_cds_NP_001353336.1_7987,GCF_000001405.40,S100A2,,CDS_FASTA,195,yes,L1_short,yes
human,Homo sapiens,NP_001363792.1,NC_000001.11,lcl|NC_000001.11_cds_NP_001363792.1_10607,GCF_000001405.40,ATP6V1G3,,CDS_FASTA,180,yes,L1_short,yes
human,Homo sapiens,NP_001369177.1,NC_000001.11,lcl|NC_000001.11_cds_NP_001369177.1_7941,GCF_000001405.40,SPRR2D,,CDS_FASTA,219,yes,L1_short,yes
human,Homo sapiens,NP_001371118.1,NC_000001.11,lcl|NC_000001.11_cds_NP_001371118.1_7603,GCF_000001405.40,CTXND2,,CDS_FASTA,168,yes,L1_short,yes
human,Homo sapiens,NP_001401406.1,NC_000001.11,lcl|NC_000001.11_cds_NP_001401406.1_9486,GCF_000001405.40,RGS5,,CDS_FASTA,222,yes,L1_short,yes
human,Homo sapiens,NP_001401667.1,NC_000001.11,lcl|NC_000001.11_cds_NP_001401667.1_10893,GCF_000001405.40,LOC128031836,,CDS_FASTA,99,yes,L1_short,yes
human,Homo sapiens,NP_835498.1,NC_000001.11,lcl|NC_000001.11_cds_NP_835498.1_2549,GCF_000001405.40,ATP5IF1,,CDS_FASTA,183,yes,L1_short,yes
human,Homo sapiens,NP_950171.2,NC_000001.11,lcl|NC_000001.11_cds_NP_950171.2_935,GCF_000001405.40,CENPS-CORT,,CDS_FASTA,234,yes,L1_short,yes
human,Homo sapiens,XP_047293202.1,NC_000001.11,lcl|NC_000001.11_cds_XP_047293202.1_2965,GCF_000001405.40,LOC107984936,,CDS_FASTA,186,yes,L1_short,yes
human,Homo sapiens,NP_001008216.1,NC_000002.12,lcl|NC_000002.12_cds_NP_001008216.1_16551,GCF_000001405.40,COA5,,CDS_FASTA,225,yes,L1_short,yes
human,Homo sapiens,NP_001304095.1,NC_000002.12,lcl|NC_000002.12_cds_NP_001304095.1_15323,GCF_000001405.40,SNRPG,,CDS_FASTA,228,yes,L1_short,yes
human,Homo sapiens,NP_001307518.1,NC_000002.12,lcl|NC_000002.12_cds_NP_001307518.1_14782,GCF_000001405.40,ACYP2,,CDS_FASTA,213,yes,L1_short,yes
human,Homo sapiens,NP_001308139.1,NC_000002.12,lcl|NC_000002.12_cds_NP_001308139.1_14010,GCF_000001405.40,DPY30,,CDS_FASTA,231,yes,L1_short,yes
human,Homo sapiens,NP_001339361.1,NC_000002.12,lcl|NC_000002.12_cds_NP_001339361.1_17492,GCF_000001405.40,DBI,,CDS_FASTA,192,yes,L1_short,yes
human,Homo sapiens,NP_001340423.1,NC_000002.12,lcl|NC_000002.12_cds_NP_001340423.1_19528,GCF_000001405.40,ASDURF,,CDS_FASTA,192,yes,L1_short,yes
human,Homo sapiens,NP_001358322.1,NC_000002.12,lcl|NC_000002.12_cds_NP_001358322.1_20170,GCF_000001405.40,SUMO1,,CDS_FASTA,234,yes,L1_short,yes
human,Homo sapiens,NP_001118239.1,NC_000003.12,lcl|NC_000003.12_cds_NP_001118239.1_25991,GCF_000001405.40,UQCC5,,CDS_FASTA,213,yes,L1_short,yes
human,Homo sapiens,NP_001316346.1,NC_000003.12,lcl|NC_000003.12_cds_NP_001316346.1_25196,GCF_000001405.40,TMA7,,CDS_FASTA,189,yes,L1_short,yes
human,Homo sapiens,NP_001318119.1,NC_000003.12,lcl|NC_000003.12_cds_NP_001318119.1_23816,GCF_000001405.40,CMC1,,CDS_FASTA,231,yes,L1_short,yes
human,Homo sapiens,NP_056206.1,NC_000003.12,lcl|NC_000003.12_cds_NP_056206.1_28537,GCF_000001405.40,ANAPC13,,CDS_FASTA,225,yes,L1_short,yes
human,Homo sapiens,NP_000191.1,NC_000004.12,lcl|NC_000004.12_cds_NP_000191.1_33185,GCF_000001405.40,HTN3,,CDS_FASTA,156,yes,L1_short,yes
human,Homo sapiens,NP_001001701.2,NC_000004.12,lcl|NC_000004.12_cds_NP_001001701.2_34744,GCF_000001405.40,ARLN,,CDS_FASTA,201,yes,L1_short,yes
human,Homo sapiens,NP_001147024.2,NC_000004.12,lcl|NC_000004.12_cds_NP_001147024.2_35128,GCF_000001405.40,SCOC,,CDS_FASTA,165,yes,L1_short,yes
human,Homo sapiens,NP_001171915.1,NC_000004.12,lcl|NC_000004.12_cds_NP_001171915.1_35094,GCF_000001405.40,NDUFC1,,CDS_FASTA,231,yes,L1_short,yes
human,Homo sapiens,NP_001291311.1,NC_000004.12,lcl|NC_000004.12_cds_NP_001291311.1_35253,GCF_000001405.40,GYPB,,CDS_FASTA,198,yes,L1_short,yes
human,Homo sapiens,NP_001308521.1,NC_000004.12,lcl|NC_000004.12_cds_NP_001308521.1_34657,GCF_000001405.40,CAMK2D,,CDS_FASTA,210,yes,L1_short,yes
human,Homo sapiens,NP_001339814.1,NC_000004.12,lcl|NC_000004.12_cds_NP_001339814.1_35797,GCF_000001405.40,SMIM31,,CDS_FASTA,216,yes,L1_short,yes
human,Homo sapiens,XP_047272485.1,NC_000004.12,lcl|NC_000004.12_cds_XP_047272485.1_34915,GCF_000001405.40,LOC112268470,,CDS_FASTA,225,yes,L1_short,yes
